Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R000328,stale,over-verbose,Laboratory analysis,"Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Laboratory analysis. Let us know if anything else is needed.",,,1,Closed
R000331,blank,over-verbose,Supplier declaration,"Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Supplier declaration. Let us know if anything else is needed.",,,1,Closed
R000338,vague-freetext,over-verbose,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000339,blank,over-verbose,"Confirmed per supplier declaration for substance name, evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for substance name, evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000342,wrong-option,over-verbose,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000344,vague-freetext,over-verbose,"Confirmed per supplier declaration for cas no. , evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for cas no. , evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000352,blank,over-verbose,"Confirmed per supplier declaration for cas no. , evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for cas no. , evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000353,wrong-format,over-verbose,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000362,stale,over-verbose,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000371,placeholder,over-verbose,"Confirmed per supplier declaration for substance name, evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for substance name, evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000373,stale,over-verbose,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.. Let us know if anything else is needed.",,,1,Closed
R000374,wrong-option,over-verbose,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Thanks for reaching out. Regarding your question, after checking internally with our QA and regulatory team, our answer is: Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.. Let us know if anything else is needed.",,,1,Closed
